lat,lon,add,name,,
40.2724167,-80.41987970000002,"1000 Avella Road, Avella, PA 15312, USA",Avella Area High School,,
40.1246626,-80.0214507,"75 Bearcat Drive, Bentleyville, PA 15314, USA",Bentworth High School,,
40.0189308,-80.02423870000001,"179 Crawford Road, Fredericktown, PA 15333, USA",Bethlehem Center High School,,
40.397842,-80.38890630000003,"104 Bavington Road, Burgettstown, PA 15021, USA",Burgettstown Area High School,,
40.0449275,-79.92644089999999,"11 Trojan Way, Coal Center, PA 15423, USA",California Area High School,,
40.2497847,-80.19374399999998,"Elm Street Extension, Canonsburg, PA 15317, USA",Canon McMillan High School,,
40.1559287,-79.91881239999998,"100 Fecsen Drive, Charleroi, PA 15022, USA",Charleroi Area High School,,
40.2314286,-80.2156458,"2050 West Pike Street, Houston, PA 15342, USA",Chartiers Houston High School,,
40.3480222,-80.28189800000001,"110 Fort Cherry Road, McDonald, PA 15057, USA",Fort Cherry High School,,
40.1428342,-80.36465269999997,"86 Mcguffey Drive, Claysville, PA 15323, USA",McGuffey High School,,
40.28109329999999,-80.08102650000001,"264 East McMurray Road, McMurray, PA 15317, USA",Peters Township High School,,
40.1967653,-79.98091320000003,"1 Ram Drive, Monongahela, PA 15063, USA",Ringgold High School,,
40.1630864,-80.24890319999997,"231 Park Avenue, Washington, PA 15301, USA",Trinity High School,,
40.17374119999999,-80.25212119999998,"201 Allison Avenue, Washington, PA 15301, USA",Washington High School,,
40.2862285,-79.55485629999998,"911 Armory Drive, Greensburg, PA 15601, USA",Greensburg Central Catholic High School,,
40.178372,-79.81803500000001,"425 Crest Avenue, Belle Vernon, PA 15012, USA",Belle Vernon Area High School,,
40.584561,-79.69754899999998,"1021 Puckety Church Road, New Kensington, PA 15068, USA",Burrell High School,,
40.3339589,-79.29975730000001,"Derry, PA, USA",Derry Area High School,,
40.429884,-79.66877,"3200 School Road, Murrysville, PA 15668, USA",Franklin Regional High School,,
40.2776909,-79.37730979999998,"131 High School Road, Latrobe, PA 15650, USA",Greater Latrobe Senior High School,,
40.3271459,-79.5444698,"65 Mennel Drive, Greensburg, PA 15601, USA",Greensburg Salem High School,,
40.2813232,-79.59677740000001,"4345 Pennsylvania 136, Greensburg, PA 15601, USA",Hempfield Area High School,,
40.315694,-79.60824300000002,"800 Florida Avenue, Jeannette, PA 15644, USA",Jeannette High School,,
40.60105,-79.57245,"200 Poplar Street, Vandergrift, PA 15690, USA",Kiski Area High School,,
40.62885199999999,-79.60334499999999,"215 1st Street, Leechburg, PA 15656, USA",Leechburg Area High School,,
40.25345799999999,-79.24333100000001,"40 Springer Road, Ligonier, PA 15658, USA",Ligonier Valley High School,,
40.139574,-79.869912,"1245 State Road, Monessen, PA 15062, USA",Monessen High School,,
40.172922,-79.528527,"265 State Street, Mount Pleasant, PA 15666, USA",Mount Pleasant Area High School,,
40.56190590000001,-79.75536160000001,"703 Stevenson Boulevard, New Kensington, PA 15068, USA",Valley High School,,
40.32552159999999,-79.72653939999998,"251 McMahon Drive, Irwin, PA 15642, USA",Norwin High School,,
40.3541247,-79.65668670000002,"3381 Pennsylvania 130, Harrison City, PA 15636, USA",Penn-Trafford High School,,
40.1335457,-79.60248000000001,"Alverton, PA 15612, USA",Southmoreland High School,,
40.26068009999999,-79.72657700000002,"919 Lowber Road, Herminie, PA 15637, USA",Yough High School,,
